index,nutrient_sums,suitable_combinations
21,"大葱: 77.3克,精盐: 0.7克,姜: 26.0克,河虾: 118.2克,红萝卜: 83.1克,蒜苔: 12.6克,大白菜: 57.8克,花生油: 13.1克"," (18, 30)_男_低,YES: 钙(毫克): 455.748 within (266.6666666666667, 666.6666666666666),蛋白质(克): 22.9869 within (21.666666666666668, 35.833333333333336),镁(毫克): 120.50500000000001符合,脂肪(克): 16.4651 within (15.933333333333332, 23.900000000000002),铁(毫克): 9.280599999999998 within (4.0, 14.0),维生素C(毫克): 34.718 within (33.333333333333336, 666.6666666666666),锰(毫克): 1.58972 within (1.5, 3.6666666666666665),维生素E(毫克): 13.60934 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.0339100000000006 within (4.0, 13.333333333333334),维生素A(微克): 849.2972 within (256.6666666666667, 1000.0),铜(毫克): 0.9080299999999999 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 688.8149999999999符合,磷(毫克): 303.767 within (240.0, 1166.6666666666667),钠(毫克): 527.189符合,硒(微克): 36.27345 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.14537999999999998不合适,核黄素(毫克): 0.13625不合适,烟酸(毫克): 1.0495999999999999 not (5.0, 11.666666666666666),膳食纤维(克): 3.1491000000000002 not (8.333333333333334, 10.0)"
22,"苹果: 100.0克,枣: 0.0克,胡萝卜: 10.2克,鸡蛋: 100.0克,精盐: 0.9克,花生油: 2.0克"," (18, 30)_男_低,YES: 维生素E(毫克): 4.86852 within (4.666666666666667, 233.33333333333334),维生素A(微克): 748.2036 within (256.6666666666667, 1000.0),钠(毫克): 494.007符合, NO: 硫胺素(毫克): 0.176732不合适,钙(毫克): 63.804 not (266.6666666666667, 666.6666666666666),蛋白质(克): 13.59486 not (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.295916不合适,镁(毫克): 15.282不合适,脂肪(克): 11.022480000000002 not (15.933333333333332, 23.900000000000002),烟酸(毫克): 0.5002660000000001 not (5.0, 11.666666666666666),铁(毫克): 2.6975999999999996 not (4.0, 14.0),维生素C(毫克): 4.6018 not (33.333333333333336, 666.6666666666666),锰(毫克): 0.09379599999999999 not (1.5, 3.6666666666666665),膳食纤维(克): 1.4855999999999998 not (8.333333333333334, 10.0),锌(毫克): 1.32624 not (4.0, 13.333333333333334),铜(毫克): 0.21885000000000002 not (0.26666666666666666, 2.6666666666666665),钾(毫克): 305.78599999999994不合适,磷(毫克): 145.87 not (240.0, 1166.6666666666667),硒(微克): 14.4792 not (20.0, 133.33333333333334)"
23,"糯米: 300.0克,红糖: 91.5克,精盐: 1.2克,花生油: 2.0克"," (18, 30)_男_低,YES: 蛋白质(克): 22.540499999999998 within (21.666666666666668, 35.833333333333336),烟酸(毫克): 7.174499999999999 within (5.0, 11.666666666666666),铁(毫克): 6.282999999999999 within (4.0, 14.0),维生素E(毫克): 4.7112 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.95273 within (4.0, 13.333333333333334),铜(毫克): 0.89193 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 630.788符合,磷(毫克): 349.365 within (240.0, 1166.6666666666667),钠(毫克): 493.04650000000004符合, NO: 硫胺素(毫克): 0.33915不合适,钙(毫克): 222.15900000000002 not (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.12不合适,镁(毫克): 196.474不合适,脂肪(克): 4.998 not (15.933333333333332, 23.900000000000002),维生素C(毫克): 0.0 not (33.333333333333336, 666.6666666666666),锰(毫克): 4.877129999999999 not (1.5, 3.6666666666666665),膳食纤维(克): 2.4000000000000004 not (8.333333333333334, 10.0),维生素A(微克): 0.0 not (256.6666666666667, 1000.0),硒(微克): 11.985 not (20.0, 133.33333333333334)"
24,"鸭子: 82.8克,酸梅晶: 59.6克,酸梅晶: 0.0克,冰糖: 100.0克,老抽: 26.4克,生抽: 90.0克,料酒: 22.0克,精盐: 7.5克,姜: 37.7克,洋葱[葱头]: 41.9克,蒜: 100.0克,花生油: 1.9克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.474134符合,钙(毫克): 272.55400000000003 within (266.6666666666667, 666.6666666666666),蛋白质(克): 26.735799999999998 within (21.666666666666668, 35.833333333333336),镁(毫克): 100.85符合,脂肪(克): 19.146999999999995 within (15.933333333333332, 23.900000000000002),烟酸(毫克): 6.062524000000001 within (5.0, 11.666666666666666),铁(毫克): 13.782689999999997 within (4.0, 14.0),维生素C(毫克): 38.7886 within (33.333333333333336, 666.6666666666666),锰(毫克): 3.4514310000000004 within (1.5, 3.6666666666666665),锌(毫克): 4.20677 within (4.0, 13.333333333333334),铜(毫克): 0.8046710000000001 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 377.56100000000004 within (240.0, 1166.6666666666667),硒(微克): 26.510219999999997 within (20.0, 133.33333333333334), NO: 核黄素(毫克): 0.876143不合适,膳食纤维(克): 3.8302 not (8.333333333333334, 10.0),维生素E(毫克): 1.11108 not (4.666666666666667, 233.33333333333334),维生素A(微克): 46.0074 not (256.6666666666667, 1000.0),钾(毫克): 1164.662不合适,钠(毫克): 10669.510799999998不合适"
26,"牛奶: 0.0克,牛肉(瘦): 56.3克,金针菇: 0.0克,黄豆芽: 17.8克,油菜: 100.0克,玉米: 17.3克,藕[莲藕]: 100.0克,笋瓜[生瓜]: 33.8克,土豆: 72.5克,西红柿(番茄): 38.5克,菠菜: 6.0克,口蘑(白蘑): 0.0克,醋: 18.3克,绵白糖: 19.0克,酱油: 0.0克,芝麻籽(白): 38.4克,番茄酱: 0.0克,大葱: 20.0克,蒜: 20.0克,方便面: 0.0克,精盐: 0.6克,花生油: 2.0克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.48169000000000006符合,钙(毫克): 460.83 within (266.6666666666667, 666.6666666666666),蛋白质(克): 27.7836 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.44432000000000005符合,脂肪(克): 20.152 within (15.933333333333332, 23.900000000000002),烟酸(毫克): 8.03044 within (5.0, 11.666666666666666),铁(毫克): 12.7207 within (4.0, 14.0),维生素C(毫克): 124.098 within (33.333333333333336, 666.6666666666666),锰(毫克): 3.26085 within (1.5, 3.6666666666666665),膳食纤维(克): 8.5805 within (8.333333333333334, 10.0),维生素E(毫克): 18.08502 within (4.666666666666667, 233.33333333333334),锌(毫克): 5.4628000000000005 within (4.0, 13.333333333333334),维生素A(微克): 394.8756 within (256.6666666666667, 1000.0),铜(毫克): 1.06081 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 530.8 within (240.0, 1166.6666666666667), NO: 镁(毫克): 178.522不合适,钾(毫克): 1335.0400000000002不合适,钠(毫克): 441.27630000000005不合适,硒(微克): 13.3117 not (20.0, 133.33333333333334)"
27,"腊肉(生): 20.1克,大葱: 60.0克,精盐: 0.0克,胡椒粉: 2.3克,酱油(冬菇): 8.0克,姜粉: 2.2克,鸡蛋: 100.0克,小麦粉: 133.5克,花生油: 1.2克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.5082420000000001符合,蛋白质(克): 32.62216 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.42064符合,镁(毫克): 105.18100000000001符合,脂肪(克): 22.174780000000002 within (15.933333333333332, 23.900000000000002),铁(毫克): 9.3061 within (4.0, 14.0),锰(毫克): 3.0633800000000004 within (1.5, 3.6666666666666665),维生素E(毫克): 6.179950000000001 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.3634200000000005 within (4.0, 13.333333333333334),维生素A(微克): 263.32849999999996 within (256.6666666666667, 1000.0),铜(毫克): 0.7977799999999999 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 646.0199999999999符合,磷(毫克): 469.181 within (240.0, 1166.6666666666667),硒(微克): 28.09244 within (20.0, 133.33333333333334), NO: 钙(毫克): 123.26499999999999 not (266.6666666666667, 666.6666666666666),烟酸(毫克): 3.64928 not (5.0, 11.666666666666666),维生素C(毫克): 10.215399999999999 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 3.9866 not (8.333333333333334, 10.0),钠(毫克): 838.4111000000001不合适"
29,"海参: 39.1克,鸡蛋: 238.2克,小葱: 36.9克,猪肉: 52.7克,婆罗门参: 25.2克,花生油: 2.6克,精盐: 0.0克,生抽: 0.0克,胡椒粉: 0.1克,鱼奇油[鱼露，虾油]: 0.0克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.42839符合,钙(毫克): 290.243 within (266.6666666666667, 666.6666666666666),镁(毫克): 106.657符合,铁(毫克): 12.617799999999999 within (4.0, 14.0),维生素E(毫克): 7.361759999999999 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.2159699999999996 within (4.0, 13.333333333333334),维生素A(微克): 618.5439999999999 within (256.6666666666667, 1000.0),铜(毫克): 0.5280699999999999 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 655.7319999999999符合,磷(毫克): 434.282 within (240.0, 1166.6666666666667),钠(毫克): 546.9942符合,硒(微克): 65.86147999999999 within (20.0, 133.33333333333334), NO: 蛋白质(克): 46.520100000000006 not (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.8207399999999999不合适,脂肪(克): 43.336400000000005 not (15.933333333333332, 23.900000000000002),烟酸(毫克): 2.6353999999999997 not (5.0, 11.666666666666666),维生素C(毫克): 8.253 not (33.333333333333336, 666.6666666666666),锰(毫克): 0.61274 not (1.5, 3.6666666666666665),膳食纤维(克): 0.5944999999999999 not (8.333333333333334, 10.0)"
31,"咖啡(速溶): 121.1克,鸡蛋: 100.0克,腊肉(培根): 28.1克,卷心菜: 100.0克,胡萝卜: 0.0克,黄豆芽: 0.0克,豆油: 7.1克,酱油: 0.0克,精盐: 0.7克,花生油: 1.2克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.43358800000000003符合,钙(毫克): 268.534 within (266.6666666666667, 666.6666666666666),蛋白质(克): 35.6205 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.43052399999999996符合,脂肪(克): 20.3262 within (15.933333333333332, 23.900000000000002),铁(毫克): 8.668709999999999 within (4.0, 14.0),维生素C(毫克): 36.6 within (33.333333333333336, 666.6666666666666),锰(毫克): 2.323802 within (1.5, 3.6666666666666665),维生素E(毫克): 9.134310000000001 within (4.666666666666667, 233.33333333333334),维生素A(微克): 263.4 within (256.6666666666667, 1000.0),铜(毫克): 0.35989899999999997 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 587.6779999999999 within (240.0, 1166.6666666666667),钠(毫克): 484.26109999999994符合,硒(微克): 31.4511 within (20.0, 133.33333333333334), NO: 镁(毫克): 419.091不合适,烟酸(毫克): 35.816002999999995 not (5.0, 11.666666666666666),膳食纤维(克): 2.5 not (8.333333333333334, 10.0),锌(毫克): 2.4237399999999996 not (4.0, 13.333333333333334),钾(毫克): 4687.821999999998不合适"
32,"牛肉: 86.0克,啤酒: 600.0克,番茄酱: 80.0克,橙子: 304.6克,百里香: 6.3克,荷兰豆: 100.0克,橙子: 40.0克,胡萝卜: 0.0克,洋葱: 98.6克,精盐: 0.9克,胡椒粉(黑色): 4.0克,葡萄酒: 18.3克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.49787800000000004符合,钙(毫克): 285.35 within (266.6666666666667, 666.6666666666666),蛋白质(克): 30.691740000000003 within (21.666666666666668, 35.833333333333336),镁(毫克): 120.52999999999999符合,烟酸(毫克): 11.127867999999998 within (5.0, 11.666666666666666),铁(毫克): 7.32476 within (4.0, 14.0),维生素C(毫克): 206.62360000000004 within (33.333333333333336, 666.6666666666666),锰(毫克): 1.5236939999999999 within (1.5, 3.6666666666666665),维生素E(毫克): 5.107530000000001 within (4.666666666666667, 233.33333333333334),锌(毫克): 5.631759999999999 within (4.0, 13.333333333333334),维生素A(微克): 362.63560000000007 within (256.6666666666667, 1000.0),铜(毫克): 0.7948240000000001 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 342.884 within (240.0, 1166.6666666666667),钠(毫克): 471.7282000000001符合, NO: 核黄素(毫克): 0.356062不合适,脂肪(克): 4.71452 not (15.933333333333332, 23.900000000000002),膳食纤维(克): 14.051200000000003 not (8.333333333333334, 10.0),钾(毫克): 1943.538不合适,硒(微克): 8.708 not (20.0, 133.33333333333334)"
34,"西兰花: 10.1克,鸡蛋: 161.1克,虾皮: 4.0克,馒头: 42.9克,精盐: 0.0克,豆油: 4.8克,花生油: 0.2克"," (18, 30)_男_低,YES: 蛋白质(克): 26.285320000000002 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.48241700000000004符合,脂肪(克): 19.72617 within (15.933333333333332, 23.900000000000002),铁(毫克): 4.48063 within (4.0, 14.0),维生素E(毫克): 8.00072 within (4.666666666666667, 233.33333333333334),维生素A(微克): 396.61089999999996 within (256.6666666666667, 1000.0),铜(毫克): 0.357839 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 298.086 within (240.0, 1166.6666666666667),钠(毫克): 488.60049999999995符合,硒(微克): 30.49274 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.206631不合适,钙(毫克): 142.973 not (266.6666666666667, 666.6666666666666),镁(毫克): 45.709999999999994不合适,烟酸(毫克): 2.4219340000000003 not (5.0, 11.666666666666666),维生素C(毫克): 9.0092 not (33.333333333333336, 666.6666666666666),锰(毫克): 0.68458 not (1.5, 3.6666666666666665),膳食纤维(克): 0.9060999999999999 not (8.333333333333334, 10.0),锌(毫克): 2.3772800000000003 not (4.0, 13.333333333333334),钾(毫克): 360.177不合适"
