index,nutrient_sums,suitable_combinations
20,"胡萝卜: 0.0克,豆腐皮: 72.3克,菠菜: 4.4克,山药: 34.4克,粉丝: 0.0克,鸡蛋: 97.6克,小麦粉(标准粉): 4.3克,精盐: 5.7克,五香粉: 0.0克,芝麻油: 3.0克,生抽: 3.9克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.433742符合,核黄素(毫克): 0.45541600000000004符合,镁(毫克): 103.85400000000001符合,铁(毫克): 12.602939999999998 within (4.0, 14.0),锰(毫克): 2.7752379999999994 within (1.5, 3.6666666666666665),维生素E(毫克): 19.01651 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.05128 within (4.0, 13.333333333333334),维生素A(微克): 366.402 within (256.6666666666667, 1000.0),铜(毫克): 1.6101200000000002 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 657.9619999999999符合,磷(毫克): 381.15099999999995 within (240.0, 1166.6666666666667), NO: 钙(毫克): 151.86499999999998 not (266.6666666666667, 666.6666666666666),蛋白质(克): 49.25484 not (21.666666666666668, 35.833333333333336),脂肪(克): 24.58956 not (15.933333333333332, 23.900000000000002),烟酸(毫克): 1.5428760000000001 not (5.0, 11.666666666666666),维生素C(毫克): 2.9564 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 0.8132999999999999 not (8.333333333333334, 10.0),钠(毫克): 2634.9228999999996不合适,硒(微克): 16.201199999999996 not (20.0, 133.33333333333334)"
21,"大葱: 29.78克,精盐: 0.0克,姜: 10.7克,河虾: 134.6克,红萝卜: 109.3克,蒜苔: 4.1克,大白菜: 92.1克,花生油: 17.1克"," (18, 30)_男_低,YES: 钙(毫克): 509.87919999999997 within (266.6666666666667, 666.6666666666666),蛋白质(克): 25.276259999999997 within (21.666666666666668, 35.833333333333336),镁(毫克): 120.23519999999998符合,脂肪(克): 20.672340000000002 within (15.933333333333332, 23.900000000000002),铁(毫克): 10.11546 within (4.0, 14.0),维生素C(毫克): 37.361599999999996 within (33.333333333333336, 666.6666666666666),维生素E(毫克): 16.509980000000002 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.3994100000000005 within (4.0, 13.333333333333334),铜(毫克): 0.973174 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 644.2842符合,磷(毫克): 326.0134 within (240.0, 1166.6666666666667),硒(微克): 40.708605999999996 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.15804400000000002不合适,核黄素(毫克): 0.12925999999999999不合适,烟酸(毫克): 0.9046 not (5.0, 11.666666666666666),锰(毫克): 1.062484 not (1.5, 3.6666666666666665),膳食纤维(克): 2.38974 not (8.333333333333334, 10.0),维生素A(微克): 1305.3744 not (256.6666666666667, 1000.0),钠(毫克): 305.36143999999996不合适"
24,"鸭子: 195.4克,酸梅晶: 53.2克,酸梅晶: 45.7克,冰糖: 100.0克,老抽: 4.9克,生抽: 90.0克,料酒: 29.9克,精盐: 0.0克,姜: 60.4克,洋葱[葱头]: 60.0克,蒜: 0.0克,花生油: 0.4克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.45316符合,烟酸(毫克): 10.011719999999999 within (5.0, 11.666666666666666),锰(毫克): 2.46714 within (1.5, 3.6666666666666665),锌(毫克): 5.09828 within (4.0, 13.333333333333334),铜(毫克): 0.70973 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 336.579 within (240.0, 1166.6666666666667),硒(微克): 25.83784 within (20.0, 133.33333333333334), NO: 钙(毫克): 113.46999999999998 not (266.6666666666667, 666.6666666666666),蛋白质(克): 36.726800000000004 not (21.666666666666668, 35.833333333333336),核黄素(毫克): 1.2795299999999998不合适,镁(毫克): 96.13不合适,脂肪(克): 39.420500000000004 not (15.933333333333332, 23.900000000000002),铁(毫克): 16.166 not (4.0, 14.0),维生素C(毫克): 11.801000000000002 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 2.6508000000000003 not (8.333333333333334, 10.0),维生素E(毫克): 0.7078200000000001 not (4.666666666666667, 233.33333333333334),维生素A(微克): 101.968 not (256.6666666666667, 1000.0),钾(毫克): 1014.594不合适,钠(毫克): 6326.133099999999不合适"
25,"鲜贝: 2.0克,梨: 962.0克,罗汉果: 50.3克,枣: 81.2克,陈皮: 8.1克,麦芽糖: 68.0克,冰糖: 300.0克,精盐: 2.0克,花生油: 1.7克"," (18, 30)_男_低,YES: 镁(毫克): 106.96300000000002符合,烟酸(毫克): 10.144 within (5.0, 11.666666666666666),铁(毫克): 11.54416 within (4.0, 14.0),维生素C(毫克): 116.83 within (33.333333333333336, 666.6666666666666),锰(毫克): 1.5992080000000002 within (1.5, 3.6666666666666665),维生素E(毫克): 14.180150000000001 within (4.666666666666667, 233.33333333333334),锌(毫克): 5.704180000000001 within (4.0, 13.333333333333334),磷(毫克): 254.35599999999994 within (240.0, 1166.6666666666667), NO: 硫胺素(毫克): 0.5483499999999999不合适,钙(毫克): 200.598 not (266.6666666666667, 666.6666666666666),蛋白质(克): 12.660599999999999 not (21.666666666666668, 35.833333333333336),核黄素(毫克): 1.04626不合适,脂肪(克): 4.4465 not (15.933333333333332, 23.900000000000002),膳食纤维(克): 50.9145 not (8.333333333333334, 10.0),维生素A(微克): 72.972 not (256.6666666666667, 1000.0),铜(毫克): 6.390865999999999 not (0.26666666666666666, 2.6666666666666665),钾(毫克): 1178.325不合适,钠(毫克): 826.4503不合适,硒(微克): 13.621949999999998 not (20.0, 133.33333333333334)"
26,"牛奶: 0.0克,牛肉(瘦): 57.8克,金针菇: 64.0克,黄豆芽: 0.0克,油菜: 47.7克,玉米: 0.0克,藕[莲藕]: 69.4克,笋瓜[生瓜]: 82.5克,土豆: 0.0克,西红柿(番茄): 18.6克,菠菜: 9.1克,口蘑(白蘑): 0.0克,醋: 19.8克,绵白糖: 20.0克,酱油: 0.0克,芝麻籽(白): 40.0克,番茄酱: 13.2克,大葱: 13.5克,蒜: 20.0克,方便面: 0.0克,精盐: 0.8克,花生油: 1.9克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.4616279999999999符合,钙(毫克): 402.98400000000004 within (266.6666666666667, 666.6666666666666),蛋白质(克): 26.17306 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.4559190000000001符合,脂肪(克): 19.99979 within (15.933333333333332, 23.900000000000002),烟酸(毫克): 7.144883999999999 within (5.0, 11.666666666666666),铁(毫克): 12.385209999999999 within (4.0, 14.0),维生素C(毫克): 67.7391 within (33.333333333333336, 666.6666666666666),锰(毫克): 2.7265970000000004 within (1.5, 3.6666666666666665),膳食纤维(克): 8.7489 within (8.333333333333334, 10.0),维生素E(毫克): 19.14332 within (4.666666666666667, 233.33333333333334),锌(毫克): 5.19261 within (4.0, 13.333333333333334),维生素A(微克): 373.06950000000006 within (256.6666666666667, 1000.0),铜(毫克): 1.0288300000000001 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 527.63 within (240.0, 1166.6666666666667),钠(毫克): 487.81870000000004符合, NO: 镁(毫克): 157.61300000000003不合适,钾(毫克): 1124.6770000000001不合适,硒(微克): 12.215879999999999 not (20.0, 133.33333333333334)"
27,"腊肉(生): 81.5克,大葱: 60.0克,精盐: 4.0克,胡椒粉: 2.9克,酱油(冬菇): 3.1克,姜粉: 3.4克,鸡蛋: 82.8克,小麦粉: 114.4克,花生油: 1.0克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.43487600000000004符合,蛋白质(克): 35.26292 within (21.666666666666668, 35.833333333333336),镁(毫克): 117.39200000000001符合,铁(毫克): 13.208829999999999 within (4.0, 14.0),锰(毫克): 3.1996200000000004 within (1.5, 3.6666666666666665),维生素E(毫克): 9.26077 within (4.666666666666667, 233.33333333333334),锌(毫克): 6.052270000000001 within (4.0, 13.333333333333334),维生素A(微克): 281.67679999999996 within (256.6666666666667, 1000.0),铜(毫克): 0.7518509999999999 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 562.211 within (240.0, 1166.6666666666667),硒(微克): 39.75972 within (20.0, 133.33333333333334), NO: 钙(毫克): 122.62299999999999 not (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.35597900000000005不合适,脂肪(克): 50.177170000000004 not (15.933333333333332, 23.900000000000002),烟酸(毫克): 3.220548 not (5.0, 11.666666666666666),维生素C(毫克): 10.223799999999999 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 3.7440000000000007 not (8.333333333333334, 10.0),钾(毫克): 834.0849999999999不合适,钠(毫克): 2522.8420000000006不合适"
29,"海参: 100.0克,鸡蛋: 86.5克,小葱: 0.0克,猪肉: 2.2克,婆罗门参: 100.0克,花生油: 12.3克,精盐: 1.4克,生抽: 10.0克,胡椒粉: 0.8克,鱼奇油[鱼露，虾油]: 2.1克"," (18, 30)_男_低,YES: 钙(毫克): 398.47600000000006 within (266.6666666666667, 666.6666666666666),蛋白质(克): 32.3869 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.5112800000000001符合,脂肪(克): 21.145500000000006 within (15.933333333333332, 23.900000000000002),维生素E(毫克): 11.072680000000002 within (4.666666666666667, 233.33333333333334),铜(毫克): 0.5837199999999999 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 663.628符合,硒(微克): 77.05561 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.21271不合适,镁(毫克): 200.46不合适,烟酸(毫克): 1.0102 not (5.0, 11.666666666666666),铁(毫克): 20.841699999999996 not (4.0, 14.0),维生素C(毫克): 2.0 not (33.333333333333336, 666.6666666666666),锰(毫克): 1.4171199999999997 not (1.5, 3.6666666666666665),膳食纤维(克): 0.3184 not (8.333333333333334, 10.0),锌(毫克): 2.2303599999999997 not (4.0, 13.333333333333334),维生素A(微克): 202.886 not (256.6666666666667, 1000.0),磷(毫克): 225.261 not (240.0, 1166.6666666666667),钠(毫克): 2011.1280000000002不合适"
33,"小麦粉(标准粉): 150.0克,鸡蛋: 50.0克,蜜瓜: 50.0克,精盐: 1.0克,花生油: 1.0克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.49400000000000005符合,蛋白质(克): 23.719999999999995 within (21.666666666666668, 35.833333333333336),铁(毫克): 6.374 within (4.0, 14.0),锰(毫克): 2.3796999999999997 within (1.5, 3.6666666666666665),铜(毫克): 0.7198999999999999 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 352.65 within (240.0, 1166.6666666666667),钠(毫克): 472.545符合, NO: 钙(毫克): 77.84 not (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.261不合适,镁(毫克): 85.03999999999999不合适,脂肪(克): 7.719000000000001 not (15.933333333333332, 23.900000000000002),烟酸(毫克): 3.309 not (5.0, 11.666666666666666),维生素C(毫克): 9.0 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 3.5500000000000003 not (8.333333333333334, 10.0),维生素E(毫克): 4.0506 not (4.666666666666667, 233.33333333333334),锌(毫克): 3.0622 not (4.0, 13.333333333333334),维生素A(微克): 124.5 not (256.6666666666667, 1000.0),钾(毫克): 476.15不合适,硒(微克): 15.57 not (20.0, 133.33333333333334)"
39,"全麦面粉: 54.4克,玉米粒: 41.7克,胡萝卜: 15.6克,鸡胸脯肉: 56.4克,芹菜: 6.7克,生蚝: 9.8克,精盐: 0.9克,花生油: 2.0克"," (18, 30)_男_低,YES: 蛋白质(克): 22.22205 within (21.666666666666668, 35.833333333333336),镁(毫克): 99.59800000000001符合,烟酸(毫克): 9.013447 within (5.0, 11.666666666666666),锌(毫克): 9.136880000000001 within (4.0, 13.333333333333334),维生素A(微克): 826.6611 within (256.6666666666667, 1000.0),铜(毫克): 1.5338829999999999 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 327.706 within (240.0, 1166.6666666666667), NO: 硫胺素(毫克): 0.3679680000000001不合适,钙(毫克): 33.17100000000001 not (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.22626400000000002不合适,脂肪(克): 7.80641 not (15.933333333333332, 23.900000000000002),铁(毫克): 3.98967 not (4.0, 14.0),维生素C(毫克): 1.1281 not (33.333333333333336, 666.6666666666666),锰(毫克): 1.1243440000000002 not (1.5, 3.6666666666666665),膳食纤维(克): 4.7305 not (8.333333333333334, 10.0),维生素E(毫克): 2.2826 not (4.666666666666667, 233.33333333333334),钾(毫克): 517.9069999999999不合适,钠(毫克): 432.136不合适,硒(微克): 19.40994 not (20.0, 133.33333333333334)"
45,"香菇: 4.7克,绿豆芽: 65.1克,鹌鹑蛋: 82.7克,腊肠: 0.0克,喜乐: 76.9克,甘蓝菜: 100.0克,香菜: 12.8克,姜: 18.0克,牛奶: 322.0克,辣椒酱: 0.0克,郫县辣酱: 0.2克,火锅底料: 5.6克,生抽: 13.8克,精盐: 1.6克,芝麻油: 0.3克,熏醋: 9.0克,汤(鸡精奶油、罐头、浓缩): 3.9克"," (18, 30)_男_低,YES: 钙(毫克): 543.291 within (266.6666666666667, 666.6666666666666),蛋白质(克): 26.98582 within (21.666666666666668, 35.833333333333336),镁(毫克): 100.25500000000001符合,脂肪(克): 23.69103 within (15.933333333333332, 23.900000000000002),铁(毫克): 7.60934 within (4.0, 14.0),维生素C(毫克): 89.99390000000001 within (33.333333333333336, 666.6666666666666),锰(毫克): 1.619572 within (1.5, 3.6666666666666665),维生素E(毫克): 6.81365 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.664680000000001 within (4.0, 13.333333333333334),维生素A(微克): 653.2454 within (256.6666666666667, 1000.0),铜(毫克): 0.397072 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 527.3699999999999 within (240.0, 1166.6666666666667),硒(微克): 30.06213 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.260777不合适,核黄素(毫克): 1.0476640000000002不合适,烟酸(毫克): 2.4363279999999996 not (5.0, 11.666666666666666),膳食纤维(克): 2.9422999999999995 not (8.333333333333334, 10.0),钾(毫克): 792.951不合适,钠(毫克): 1900.3981000000003不合适"
