index,nutrient_sums,suitable_combinations
27,"腊肉(生): 17.0克,大葱: 96.9克,精盐: 1.9克,胡椒粉: 0.0克,酱油: 2.0克,姜粉: 0.0克,鸡蛋: 91.1克,小麦粉: 177.5克,花生油: 0.0克"," (18, 30)_男_低,YES: 蛋白质(克): 35.7896 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.4386符合,脂肪(克): 19.276199999999996 within (15.933333333333332, 23.900000000000002),铁(毫克): 10.013399999999999 within (4.0, 14.0),锰(毫克): 3.0927700000000002 within (1.5, 3.6666666666666665),维生素E(毫克): 6.22104 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.90316 within (4.0, 13.333333333333334),铜(毫克): 0.97675 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 697.006符合,磷(毫克): 533.162 within (240.0, 1166.6666666666667),硒(微克): 27.260369999999998 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.62712不合适,钙(毫克): 138.64000000000001 not (266.6666666666667, 666.6666666666666),镁(毫克): 122.839不合适,烟酸(毫克): 4.27326 not (5.0, 11.666666666666666),维生素C(毫克): 16.473000000000003 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 4.9972 not (8.333333333333334, 10.0),维生素A(微克): 243.97649999999996 not (256.6666666666667, 1000.0),钠(毫克): 1143.1222不合适"
29,"海参: 47.1克,鸡蛋: 89.4克,小葱: 0.0克,猪肉: 0.0克,婆罗门参: 100.0克,花生油: 11.0克,精盐: 0.8克,生抽: 2.9克,胡椒粉: 0.0克,鱼奇油[鱼露，虾油]: 5.3克"," (18, 30)_男_低,YES: 蛋白质(克): 23.694499999999998 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.4903符合,镁(毫克): 120.376符合,脂肪(克): 19.1639 within (15.933333333333332, 23.900000000000002),铁(毫克): 13.669500000000001 within (4.0, 14.0),维生素E(毫克): 8.9105 within (4.666666666666667, 233.33333333333334),铜(毫克): 0.5518299999999999 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 621.6160000000001符合,硒(微克): 43.61534 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.19305不合适,钙(毫克): 248.53099999999998 not (266.6666666666667, 666.6666666666666),烟酸(毫克): 0.85262 not (5.0, 11.666666666666666),维生素C(毫克): 2.0 not (33.333333333333336, 666.6666666666666),锰(毫克): 0.9855200000000002 not (1.5, 3.6666666666666665),膳食纤维(克): 0.3 not (8.333333333333334, 10.0),锌(毫克): 1.8437999999999999 not (4.0, 13.333333333333334),维生素A(微克): 209.196 not (256.6666666666667, 1000.0),磷(毫克): 205.08700000000002 not (240.0, 1166.6666666666667),钠(毫克): 1357.5149不合适"
33,"全麦面粉: 223.4克,鸡蛋: 21.9克,蜜瓜: 0.0克,精盐: 1.3克,花生油: 1.5克"," (18, 30)_男_低,YES: 蛋白质(克): 27.9335 within (21.666666666666668, 35.833333333333336),镁(毫克): 113.946符合,铁(毫克): 8.3135 within (4.0, 14.0),锰(毫克): 3.50252 within (1.5, 3.6666666666666665),维生素E(毫克): 5.055060000000001 within (4.666666666666667, 233.33333333333334),铜(毫克): 0.9752000000000001 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 448.687 within (240.0, 1166.6666666666667),钠(毫克): 546.8194000000001符合, NO: 硫胺素(毫克): 0.64961不合适,钙(毫克): 81.98400000000001 not (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.23784999999999998不合适,脂肪(克): 6.7767 not (15.933333333333332, 23.900000000000002),烟酸(毫克): 4.5118 not (5.0, 11.666666666666666),维生素C(毫克): 0.0 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 4.6914 not (8.333333333333334, 10.0),锌(毫克): 3.91498 not (4.0, 13.333333333333334),维生素A(微克): 51.245999999999995 not (256.6666666666667, 1000.0),钾(毫克): 458.383不合适,硒(微克): 15.127699999999999 not (20.0, 133.33333333333334)"
34,"西兰花: 7.9克,鸡蛋: 176.5克,虾皮: 3.6克,馒头: 28.1克,精盐: 0.0克,豆油: 1.9克,花生油: 0.7克"," (18, 30)_男_低,YES: 蛋白质(克): 26.99428 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.510503符合,脂肪(克): 18.51883 within (15.933333333333332, 23.900000000000002),铁(毫克): 4.421069999999999 within (4.0, 14.0),维生素E(毫克): 5.646939999999999 within (4.666666666666667, 233.33333333333334),维生素A(微克): 428.45910000000003 within (256.6666666666667, 1000.0),铜(毫克): 0.350931 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 294.07 within (240.0, 1166.6666666666667),钠(毫克): 463.3205符合,硒(微克): 30.91278 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.214529不合适,钙(毫克): 143.618 not (266.6666666666667, 666.6666666666666),镁(毫克): 39.879000000000005不合适,烟酸(毫克): 1.7669360000000003 not (5.0, 11.666666666666666),维生素C(毫克): 7.0468 not (33.333333333333336, 666.6666666666666),锰(毫克): 0.48406 not (1.5, 3.6666666666666665),膳食纤维(克): 0.6269 not (8.333333333333334, 10.0),锌(毫克): 2.3512499999999994 not (4.0, 13.333333333333334),钾(毫克): 355.29900000000004不合适"
35,"大米: 205.3克,小米: 68.1克,胡萝卜: 13.4克,西兰花: 96.7克,鸡胸脯肉: 0.0克,小葱: 10.4克,花生油: 9.2克,精盐: 1.1克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.451141符合,蛋白质(克): 22.71729 within (21.666666666666668, 35.833333333333336),烟酸(毫克): 5.097535 within (5.0, 11.666666666666666),铁(毫克): 6.27461 within (4.0, 14.0),维生素C(毫克): 89.23100000000001 within (33.333333333333336, 666.6666666666666),锰(毫克): 3.1368120000000004 within (1.5, 3.6666666666666665),维生素E(毫克): 7.2352099999999995 within (4.666666666666667, 233.33333333333334),锌(毫克): 4.16678 within (4.0, 13.333333333333334),维生素A(微克): 878.4505 within (256.6666666666667, 1000.0),铜(毫克): 0.6685630000000001 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 450.269 within (240.0, 1166.6666666666667),钠(毫克): 479.96290000000005符合, NO: 钙(毫克): 105.10300000000001 not (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.29379500000000003不合适,镁(毫克): 168.715不合适,脂肪(克): 12.924190000000001 not (15.933333333333332, 23.900000000000002),膳食纤维(克): 4.1246 not (8.333333333333334, 10.0),钾(毫克): 733.5319999999999不合适,硒(微克): 5.78008 not (20.0, 133.33333333333334)"
41,"山药: 107.3克,鸡蛋: 54.0克,猪肉: 160.0克,花生油: 0.0克,酱油: 6.2克,玉米淀粉: 1.0克,姜: 10.0克,精盐: 2.0克"," (18, 30)_男_低,YES: 烟酸(毫克): 6.296236 within (5.0, 11.666666666666666),铁(毫克): 4.182359999999999 within (4.0, 14.0),锌(毫克): 4.23367 within (4.0, 13.333333333333334),铜(毫克): 0.454562 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 695.6830000000001符合,磷(毫克): 374.46 within (240.0, 1166.6666666666667),硒(微克): 27.618350000000007 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.6845540000000001不合适,钙(毫克): 61.382000000000005 not (266.6666666666667, 666.6666666666666),蛋白质(克): 38.9642 not (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.7123980000000001不合适,镁(毫克): 58.758不合适,脂肪(克): 65.11762000000002 not (15.933333333333332, 23.900000000000002),维生素C(毫克): 5.765000000000001 not (33.333333333333336, 666.6666666666666),锰(毫克): 0.5308600000000001 not (1.5, 3.6666666666666665),膳食纤维(克): 1.8041999999999996 not (8.333333333333334, 10.0),维生素E(毫克): 1.8111200000000003 not (4.666666666666667, 233.33333333333334),维生素A(微克): 199.58220000000003 not (256.6666666666667, 1000.0),钠(毫克): 1396.6208000000001不合适"
43,"鸭子: 187.0克,姜黄粉: 4.4克,生抽: 3.6克,老抽: 2.6克,精盐: 0.0克,芝麻油: 127.2克,麦芽糖: 100.0克,冰糖: 100.0克"," (18, 30)_男_低,YES: 蛋白质(克): 29.989120000000003 within (21.666666666666668, 35.833333333333336),烟酸(毫克): 10.095960000000002 within (5.0, 11.666666666666666),铁(毫克): 10.9882 within (4.0, 14.0),锰(毫克): 1.9753800000000001 within (1.5, 3.6666666666666665),维生素E(毫克): 87.86998000000001 within (4.666666666666667, 233.33333333333334),铜(毫克): 0.55678 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 253.05800000000002 within (240.0, 1166.6666666666667),钠(毫克): 543.8372符合,硒(微克): 23.276500000000002 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.283652不合适,钙(毫克): 54.33800000000001 not (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.6240400000000002不合适,镁(毫克): 43.336不合适,脂肪(克): 164.0118 not (15.933333333333332, 23.900000000000002),维生素C(毫克): 0.0308 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 0.9988 not (8.333333333333334, 10.0),锌(毫克): 3.1447000000000003 not (4.0, 13.333333333333334),维生素A(微克): 97.24000000000001 not (256.6666666666667, 1000.0),钾(毫克): 471.2060000000001不合适"
46,"鸡蛋: 98.7克,胡萝卜: 100.0克,小麦粉(标准粉): 80.0克,荸荠: 100.0克,生菜: 36.4克,胡椒粉(黑色): 1.0克,橄榄油: 7.9克,大葱: 3.5克,精盐: 0.6克"," (18, 30)_男_低,YES: 硫胺素(毫克): 0.4461800000000001符合,蛋白质(克): 24.875539999999997 within (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.44116符合,脂肪(克): 18.315400000000004 within (15.933333333333332, 23.900000000000002),铁(毫克): 6.14624 within (4.0, 14.0),锰(毫克): 1.7705500000000003 within (1.5, 3.6666666666666665),维生素E(毫克): 4.66706 within (4.666666666666667, 233.33333333333334),铜(毫克): 0.626546 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 371.176 within (240.0, 1166.6666666666667),钠(毫克): 463.3965符合, NO: 钙(毫克): 135.753 not (266.6666666666667, 666.6666666666666),镁(毫克): 80.989不合适,烟酸(毫克): 3.64583 not (5.0, 11.666666666666666),维生素C(毫克): 16.843799999999998 not (33.333333333333336, 666.6666666666666),膳食纤维(克): 6.3517 not (8.333333333333334, 10.0),锌(毫克): 3.0705599999999995 not (4.0, 13.333333333333334),维生素A(微克): 6053.375 not (256.6666666666667, 1000.0),钾(毫克): 1019.0279999999999不合适,硒(微克): 19.538429999999998 not (20.0, 133.33333333333334)"
48,"藜麦: 38.9克,烤鸡: 236.6克,鸡蛋: 87.7克,生菜: 6.7克,美味香酥卷: 0.0克,橄榄油: 6.1克,精盐: 0.4克"," (18, 30)_男_低,YES: 镁(毫克): 119.40599999999999符合,烟酸(毫克): 9.072804999999999 within (5.0, 11.666666666666666),铁(毫克): 7.639949999999999 within (4.0, 14.0),锌(毫克): 5.4487 within (4.0, 13.333333333333334),维生素A(微克): 443.2343 within (256.6666666666667, 1000.0),铜(毫克): 0.6001630000000001 within (0.26666666666666666, 2.6666666666666665),钾(毫克): 703.0910000000001符合,磷(毫克): 615.502 within (240.0, 1166.6666666666667),硒(微克): 25.01232 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.35950000000000004不合适,钙(毫克): 129.04500000000002 not (266.6666666666667, 666.6666666666666),蛋白质(克): 70.2463 not (21.666666666666668, 35.833333333333336),核黄素(毫克): 0.8153920000000001不合适,脂肪(克): 55.69498 not (15.933333333333332, 23.900000000000002),维生素C(毫克): 0.6164 not (33.333333333333336, 666.6666666666666),锰(毫克): 1.104087 not (1.5, 3.6666666666666665),膳食纤维(克): 2.8101 not (8.333333333333334, 10.0),维生素E(毫克): 3.0981 not (4.666666666666667, 233.33333333333334),钠(毫克): 1393.8522999999998不合适"
49,"木薯: 392.7克,姜(子姜)[嫩姜]: 20.0克,桔饼: 64.2克,花生油: 16.9克,精盐: 0.3克,花生油: 2.0克"," (18, 30)_男_低,YES: 钙(毫克): 429.96000000000004 within (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.47741符合,脂肪(克): 20.436 within (15.933333333333332, 23.900000000000002),烟酸(毫克): 5.1575999999999995 within (5.0, 11.666666666666666),铁(毫克): 11.042200000000001 within (4.0, 14.0),维生素C(毫克): 137.845 within (33.333333333333336, 666.6666666666666),膳食纤维(克): 8.7102 within (8.333333333333334, 10.0),维生素E(毫克): 7.949339999999999 within (4.666666666666667, 233.33333333333334),钠(毫克): 462.33829999999995符合, NO: 硫胺素(毫克): 0.8439300000000001不合适,蛋白质(克): 8.7719 not (21.666666666666668, 35.833333333333336),镁(毫克): 275.28000000000003不合适,锰(毫克): 0.7392400000000001 not (1.5, 3.6666666666666665),锌(毫克): 0.26026 not (4.0, 13.333333333333334),维生素A(微克): 27.606 not (256.6666666666667, 1000.0),铜(毫克): 0.07329 not (0.26666666666666666, 2.6666666666666665),钾(毫克): 3035.027不合适,磷(毫克): 205.237 not (240.0, 1166.6666666666667),硒(微克): 0.96674 not (20.0, 133.33333333333334)"
59,"鸡蛋: 100.2克,火腿肠: 84.6克,海苔: 8.3克,海鲜酱汁: 7.1克,精盐: 1.4克,花生油: 0.1克"," (18, 30)_男_低,YES: 蛋白质(克): 27.84581 within (21.666666666666668, 35.833333333333336),脂肪(克): 18.35499 within (15.933333333333332, 23.900000000000002),铁(毫克): 7.0865100000000005 within (4.0, 14.0),锌(毫克): 4.194009999999999 within (4.0, 13.333333333333334),维生素A(微克): 371.21079999999995 within (256.6666666666667, 1000.0),铜(毫克): 0.5498879999999999 within (0.26666666666666666, 2.6666666666666665),磷(毫克): 334.335 within (240.0, 1166.6666666666667),硒(微克): 24.82518 within (20.0, 133.33333333333334), NO: 硫胺素(毫克): 0.350384不合适,钙(毫克): 94.20600000000002 not (266.6666666666667, 666.6666666666666),核黄素(毫克): 0.7269169999999999不合适,镁(毫克): 52.361不合适,烟酸(毫克): 2.72561 not (5.0, 11.666666666666666),维生素C(毫克): 15.4664 not (33.333333333333336, 666.6666666666666),锰(毫克): 0.37931400000000004 not (1.5, 3.6666666666666665),膳食纤维(克): 4.05 not (8.333333333333334, 10.0),维生素E(毫克): 2.61086 not (4.666666666666667, 233.33333333333334),钾(毫克): 493.778不合适,钠(毫克): 1581.9377000000002不合适"
